Patronim,Sex,count
ахметгалиевич,1,204
саитгареевна,0,204
имамовна,0,204
анатолий,1,203
теодорович,1,203
салманович,1,202
мирзаевич,1,202
оганесовна,0,202
оттовна,0,202
гайкович,1,202
нигматзяновна,0,202
андраникович,1,201
гиниятулловна,0,201
булатовна,0,201
рафкатовна,0,201
галина,0,200
гайсиновна,0,200
амирханович,1,200
наилевна,0,200
гайнутдинович,1,199
абдулаевна,0,199
аликович,1,199
панкратьевна,0,198
севастьянович,1,198
салихзянович,1,197
фахрисламович,1,197
гаяновна,0,197
казьминична,0,197
фоатович,1,197
оскарович,1,197
шаймарданович,1,197
мавлютович,1,197
масалимовна,0,197
музагитович,1,196
тимербаевна,0,196
аскарович,1,196
гафарович,1,196
билялович,1,196
ахкямович,1,196
хаимович,1,195
гасановна,0,195
зотович,1,195
фаизовна,0,195
самвелович,1,195
вавиловна,0,195
евгениевич,1,195
вячеславна,0,195
меерович,1,194
ахметгалиевна,0,194
вагаршакович,1,194
шайхиевна,0,194
фанилевич,1,194
лутфрахманович,1,193
сергей,1,193
сагидулловна,0,192
насыровна,0,192
гарифьянович,1,192
раифович,1,192
саитгареевич,1,191
севастьяновна,0,191
фаязович,1,191
иосиповна,0,191
ахметгареевна,0,191
апполоновна,0,190
наиловна,0,190
абакарович,1,190
шамилевна,0,190
мухаметгалиевна,0,190
мартиросович,1,190
хакимьяновна,0,190
свиридович,1,190
ханафиевич,1,190
хаматовна,0,190
саввович,1,190
гарафутдиновна,0,190
ахметгареевич,1,189
ахмадеевич,1,189
хачиковна,0,189
генадьевич,1,189
фаткулловна,0,189
нигаматович,1,189
басырович,1,188
бахтиярович,1,188
лейбовна,0,188
искакович,1,188
вазгенович,1,187
гатиятовна,0,187
гайсович,1,187
касьянович,1,187
шарифуллиновна,0,187
парфировна,0,186
сахибгареевна,0,186
римовна,0,186
ишмухаметовна,0,186
гаврильевна,0,186
шагитович,1,185
лутфуллиновна,0,185
гилязовна,0,185
максутович,1,185
алиханович,1,185
нуриманович,1,185
сунгатович,1,185
авенировна,0,185
хадиевна,0,185
зинатович,1,184
фазлыевич,1,184
гарафутдинович,1,184
эммануилович,1,184
хамматович,1,184
нафикович,1,184
хисамович,1,184
деомидович,1,184
бикмухаметович,1,184
гилязович,1,184
амбарцумовна,0,184
гильметдиновна,0,184
гиниятуллович,1,183
людмила,0,183
аванесович,1,183
евменович,1,183
доржиевич,1,183
равилевна,0,182
хайрутдинович,1,182
насретдинович,1,182
татьяна,0,182
мингалиевна,0,182
авксентьевна,0,182
ишбулдович,1,182
эмильевич,1,182
керимович,1,181
арташесович,1,181
хайрутдиновна,0,181
гафиятович,1,181
аслямович,1,181
иван,1,181
раджабович,1,181
мугалимович,1,181
муртазович,1,180
мануилович,1,180
хабибуловна,0,180
саубанович,1,180
андронович,1,180
мигранович,1,180
рифатович,1,180
кутдусовна,0,180
хатиповна,0,180
минаевна,0,180
залмановна,0,180
макеевна,0,180
игнатовна,0,179
ямалетдинович,1,179
юлианович,1,179
губаевна,0,179
джабраилович,1,178
сунагатович,1,178
сафаровна,0,178
шаймардановна,0,178
закариевна,0,178
нуриханович,1,178
газимович,1,177
аветисович,1,177
хайруллинович,1,177
вацлавович,1,177
миннуллович,1,177
батырович,1,176
вильевич,1,176
вильдановна,0,176
ахматовна,0,176
хамзеевич,1,176
сахибгареевич,1,175
фархутдиновна,0,175
рустемович,1,175
эрнстович,1,174
мутагарович,1,174
тамара,0,174
мухаметгалиевич,1,174
нигматзянович,1,174
рамильевич,1,174
шайхлисламовна,0,174
фатхлисламовна,0,174
зиннатулловна,0,174
парфентьевна,0,174
миннигалиевич,1,174
бареевна,0,173
сарваровна,0,173
мефодиевич,1,173
барыевич,1,173
сазонович,1,173
азизович,1,173
идиятулловна,0,173
нина,0,173
артамонович,1,173
хисамутдиновна,0,172
евтихиевна,0,172
ямалетдиновна,0,172
рувимовна,0,172
файзиевич,1,172
венидиктович,1,172
салахутдиновна,0,171
спартакович,1,171
хаматнурович,1,171
галихановна,0,171
байрамович,1,171
перфильевич,1,171
муртазинович,1,171
айказович,1,171
габдрауфович,1,171
салахутдинович,1,170
логвиновна,0,170
сазоновна,0,170
арутович,1,170
суфияновна,0,170
гимранович,1,170
пантилеевич,1,169
флегонтович,1,169
насипович,1,169
миндиярович,1,169
шафигулловна,0,169
ипатовна,0,169
андрониковна,0,169
бикмухаметовна,0,169
халяфовна,0,168
кадировна,0,168
давлетгареевна,0,168
вахаевич,1,168
фархутдинович,1,168
густавович,1,168
венидиктовна,0,168
шамсиевич,1,168
фатхлисламович,1,168
иосипович,1,168
хамзиевич,1,167
сафонович,1,167
забирович,1,167
мануиловна,0,167
ибраевич,1,166
кирсановна,0,166
фатхуллович,1,165
фокеевич,1,165
нуритдинович,1,165
гарифьяновна,0,165
халидович,1,165
вафинович,1,165
хрисановна,0,164
гизетдиновна,0,164
харламовна,0,164
